# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.259503472596406937e-03 1.132364749908447266e+00 1.088562048971652985e-02 7.259503472596406937e-03 1.132364749908447266e+00 1.088562048971652985e-02
1.000000000000000000e+03 2.141326852142810822e-02 1.738390699028968811e-02 5.135589092969894409e-02 2.141326852142810822e-02 1.738390699028968811e-02 5.135589092969894409e-02
2.000000000000000000e+03 1.318853814154863358e-02 6.298365537077188492e-03 3.768999129533767700e-02 1.318853814154863358e-02 6.298365537077188492e-03 3.768999129533767700e-02
3.000000000000000000e+03 1.019470393657684326e-02 3.006540006026625633e-03 2.811954356729984283e-02 1.019470393657684326e-02 3.006540006026625633e-03 2.811954356729984283e-02
4.000000000000000000e+03 7.851973176002502441e-03 2.195311710238456726e-03 1.713898405432701111e-02 7.851973176002502441e-03 2.195311710238456726e-03 1.713898405432701111e-02
5.000000000000000000e+03 6.544998381286859512e-03 1.740071922540664673e-03 1.280424185097217560e-02 6.544998381286859512e-03 1.740071922540664673e-03 1.280424185097217560e-02
6.000000000000000000e+03 9.384277276694774628e-03 1.578803523443639278e-03 1.182146929204463959e-02 9.384277276694774628e-03 1.578803523443639278e-03 1.182146929204463959e-02
7.000000000000000000e+03 5.642284639179706573e-03 3.036786336451768875e-03 1.002718321979045868e-02 5.642284639179706573e-03 3.036786336451768875e-03 1.002718321979045868e-02
8.000000000000000000e+03 5.736927501857280731e-03 2.876711543649435043e-03 9.337280876934528351e-03 5.736927501857280731e-03 2.876711543649435043e-03 9.337280876934528351e-03
9.000000000000000000e+03 5.060522351413965225e-03 2.642638282850384712e-03 9.449182078242301941e-03 5.060522351413965225e-03 2.642638282850384712e-03 9.449182078242301941e-03
1.000000000000000000e+04 4.710866604000329971e-03 2.341271843761205673e-03 9.599810466170310974e-03 4.710866604000329971e-03 2.341271843761205673e-03 9.599810466170310974e-03
1.100000000000000000e+04 5.462404806166887283e-03 2.060072030872106552e-03 9.028127416968345642e-03 5.462404806166887283e-03 2.060072030872106552e-03 9.028127416968345642e-03
1.200000000000000000e+04 3.840851364657282829e-03 1.560776028782129288e-03 6.437455303966999054e-03 3.840851364657282829e-03 1.560776028782129288e-03 6.437455303966999054e-03
1.300000000000000000e+04 2.391489222645759583e-03 1.589043531566858292e-03 1.542764017358422279e-03 2.391489222645759583e-03 1.589043531566858292e-03 1.542764017358422279e-03
1.400000000000000000e+04 2.391220070421695709e-03 1.301040290854871273e-03 1.380367786623537540e-03 2.391220070421695709e-03 1.301040290854871273e-03 1.380367786623537540e-03
1.500000000000000000e+04 4.452038556337356567e-03 1.085844822227954865e-03 1.659540808759629726e-03 4.452038556337356567e-03 1.085844822227954865e-03 1.659540808759629726e-03
1.500000000000000000e+04 4.452038556337356567e-03 1.085844822227954865e-03 1.659540808759629726e-03 4.452038556337356567e-03 1.085844822227954865e-03 1.659540808759629726e-03
1.600000000000000000e+04 3.096261352766305208e-04 3.988331809523515403e-05 5.049899336881935596e-04 4.452038556337356567e-03 1.085844822227954865e-03 1.659540808759629726e-03
1.682700000000000000e+04 2.494346408639103174e-04 7.071203526720637456e-06 4.348997899796813726e-04 2.494346408639103174e-04 7.071203526720637456e-06 4.348997899796813726e-04
